COUNTY,TX_SIGNED_HIGHWAY_RDBD_ID,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Anderson,SH0155 K,76.71,98.38,2.95,10937.71,161.73
Anderson,SL0256 K,57.0,100.0,2.22,12919.45,0.07
Anderson,US0079 A,100.0,100.0,3.05,499.0,175.29
Anderson,US0079 K,83.79,94.97,3.18,10265.42,518.68
Anderson,US0079 L,96.19,100.0,3.32,4784.25,1222.03
Anderson,US0079 R,92.68,97.73,3.41,4729.55,1342.71
Anderson,US0079 X,100.0,100.0,3.09,499.0,50.0
Anderson,US0287 K,100.0,100.0,3.2,2909.0,120.0
Angelina,BU0059GL,0.44,100.0,0.01,3905.48,13.21
Angelina,BU0059GR,59.41,100.0,2.51,3419.86,26.28
Angelina,BU0069JK,14.0,100.0,1.0,2340.0,67.5
Angelina,BU0069JL,71.57,99.9,2.18,1526.78,1274.8
Angelina,BU0069JR,54.34,92.6,1.82,1579.6,119.07
Angelina,FM1877 K,100.0,100.0,2.73,404.0,15.0
Angelina,FM2021 K,58.0,100.0,2.0,669.0,28.0
Angelina,FM3521 K,99.5,100.0,2.7,655.0,84.03
Angelina,SH0094 K,49.97,100.0,1.83,3324.89,1557.01
Angelina,SH0103 L,25.67,100.0,1.75,8541.0,78.5
Angelina,SH0103 R,19.67,100.0,0.83,8541.0,78.5
Angelina,SH0147 K,53.0,100.0,1.9,1189.0,8016.0
Angelina,SL0210 K,37.45,73.62,1.84,2318.26,0.0
Angelina,SL0287 L,89.58,100.0,3.08,16068.55,14158.27
Angelina,SL0287 R,76.52,97.96,2.8,16068.55,14158.27
Angelina,SL0287 X,82.5,100.0,2.71,2206.0,7512.0
Angelina,US0059 A,98.03,99.91,3.28,5002.51,7678.71
Angelina,US0059 K,99.91,100.0,4.14,33113.29,18008.01
Angelina,US0059 L,96.09,99.88,3.64,16605.41,6015.36
Angelina,US0059 R,85.59,98.92,3.29,16832.93,6042.25
Angelina,US0059 X,96.33,96.71,3.32,2220.75,5229.4
Angelina,US0069 A,79.67,99.97,2.55,2983.48,859.25
Angelina,US0069 L,89.2,99.44,3.05,6937.15,1103.44
Angelina,US0069 R,93.49,97.94,3.23,6928.98,1289.17
Angelina,US0069 X,81.0,99.77,2.56,2993.48,860.11
Aransas,SH0035 K,,,3.07,7255.5,191.96
Archer,SH0079 K,45.8,69.35,2.7,4781.9,430.15
Austin,IH0010 A,85.78,85.91,3.85,792.78,44.21
Austin,IH0010 L,95.18,95.18,3.94,25369.13,12.74
Austin,IH0010 R,93.63,93.63,3.97,25150.23,13.81
Austin,IH0010 X,96.75,96.75,4.13,1389.0,17.23
Bailey,US0084 K,12.0,87.25,1.43,9079.0,101.0
Baylor,US0183 K,90.0,100.0,3.0,7916.67,51.33
Bell,FM0935 K,34.51,100.0,1.52,1142.78,266.24
Bell,FM1237 K,79.5,100.0,2.36,1973.0,1351.0
Bell,FM1741 K,46.15,100.0,2.25,31491.76,98.07
Bell,FM1741 L,49.6,100.0,2.33,16093.71,36.74
Bell,FM2115 K,60.06,100.0,2.01,575.72,1.0
Bell,FM2268 K,48.34,100.0,1.76,1233.24,
Bell,FM2670 K,61.89,100.0,2.06,1129.52,67.5
Bell,FM3481 K,,,3.03,3932.0,
Bell,IH0035 A,92.82,94.67,3.62,3669.94,2890.63
Bell,IH0035 L,98.18,98.23,4.04,34215.52,2719.78
Bell,IH0035 R,99.32,99.49,4.06,34071.06,2719.05
Bell,IH0035 X,93.78,95.53,3.58,3792.48,3063.49
Bell,SH0036 A,78.4,95.15,2.87,7836.52,181.0
Bell,SH0036 K,100.0,100.0,3.52,10593.3,12641.17
Bell,SH0036 X,100.0,100.0,3.3,7398.0,424.67
Bell,SH0053 K,64.86,100.0,2.59,9531.86,76.14
Bell,SH0095 K,,,2.58,5782.0,13.0
Bell,SL0363 A,100.0,100.0,3.94,499.0,67.86
Bell,SL0363 K,99.85,100.0,3.74,15409.43,2632.02
Bell,SL0363 L,100.0,100.0,3.69,6978.11,79.59
Bell,SL0363 R,99.03,99.03,3.76,6950.8,81.54
Bell,SL0363 X,98.9,99.14,3.74,499.0,61.68
Bell,SS0290 K,95.0,100.0,3.1,6415.0,58.0
Bell,SS0290 L,100.0,100.0,2.85,3208.0,71.0
Bell,SS0290 R,99.5,99.5,3.62,3228.74,37772.78
Bexar,FM1535 L,53.0,100.0,2.4,12720.0,4.0
Bexar,FM1535 R,,,2.9,12720.0,4.0
Bexar,IH0010 A,88.25,100.0,3.68,3614.25,10.75
Bexar,IH0010 L,83.54,94.29,3.29,77121.13,1009.32
Bexar,IH0010 R,89.41,94.87,3.49,74660.63,994.08
Bexar,IH0010 X,29.0,100.0,1.89,8977.0,490.0
Bexar,IH0035 L,64.39,78.37,3.23,74682.05,1254.41
Bexar,IH0035 R,54.08,73.22,2.93,76154.06,1555.12
Bexar,IH0037 A,28.69,100.0,1.77,6219.56,1914.61
Bexar,IH0410 L,75.75,86.56,3.38,77123.5,2474.59
Bexar,IH0410 R,85.34,93.87,3.27,81137.76,2768.73
Bexar,PA1502 L,63.0,100.0,2.55,24489.0,
Bexar,SL0345 K,35.0,97.0,2.05,19331.0,
Bexar,SL1604 L,95.58,95.58,4.2,30215.6,588.05
Bexar,SL1604 R,85.58,100.0,3.38,29385.0,586.41
Bexar,US0281 L,89.15,100.0,3.37,46193.77,615.6
Bexar,US0281 R,99.36,100.0,3.88,45729.7,686.05
Bowie,FM0558 K,95.5,95.5,2.92,2767.5,981.5
Bowie,FM0559 K,72.68,87.55,2.93,18607.84,1370.67
Bowie,FM0559 L,20.29,99.65,1.63,14496.08,428.83
Bowie,FM0559 R,5.51,95.79,1.01,14501.37,478.09
Bowie,FM0989 K,89.89,100.0,3.0,4006.85,1.58
Bowie,FM1397 K,60.61,85.55,2.71,13308.2,928.87
Bowie,FM1840 K,38.3,100.0,1.59,2204.13,935.68
Bowie,FM2253 K,99.67,99.83,3.09,2650.53,1941.1
Bowie,FM2878 K,81.15,100.0,2.57,2973.68,101.28
Bowie,IH0030 A,92.81,98.57,3.21,10601.74,1316.26
Bowie,IH0030 L,0.0,0.0,4.0,8302.32,586.48
Bowie,IH0030 R,0.0,0.0,4.05,8299.75,586.48
Bowie,IH0030 X,90.07,97.93,2.98,4528.12,2187.0
Bowie,IH0369 A,29.25,94.5,1.88,6967.75,5280.5
Bowie,IH0369 L,69.9,91.97,2.79,13370.92,976.28
Bowie,IH0369 R,68.23,84.55,2.98,13628.63,1490.88
Bowie,IH0369 X,34.5,100.0,1.97,6271.0,
Bowie,SH0093 K,75.46,97.75,2.85,7801.55,1855.95
Bowie,SH0093 L,58.42,100.0,2.41,8765.35,46.25
Bowie,SH0093 R,13.0,95.83,1.37,8765.5,45.6
Bowie,SH0098 K,52.25,100.0,1.87,1267.5,21.75
Bowie,SL0014 K,34.25,96.5,2.0,13557.0,902.5
Bowie,SL0151 A,88.13,96.67,3.08,768.31,3266.99
Bowie,SL0151 L,85.34,85.7,3.67,5754.78,906.44
Bowie,SL0151 R,84.19,85.82,3.64,5749.89,894.94
Bowie,SL0151 X,84.92,86.27,3.34,851.41,1724.37
Bowie,SS0594 K,89.02,100.0,2.69,2507.13,307.38
Bowie,US0059 K,62.77,63.82,3.42,23584.86,7581.14
Bowie,US0059 L,73.9,75.37,3.72,8762.24,2374.66
Bowie,US0059 R,68.58,71.48,3.49,8799.27,2400.34
Bowie,US0067 K,69.01,85.67,2.91,14635.09,2287.7
Bowie,US0067 L,14.69,30.61,2.59,9169.39,418.84
Bowie,US0067 R,12.56,54.57,1.61,9372.67,8638.99
Bowie,US0071 K,3.99,11.63,2.0,27993.95,4493.0
Bowie,US0071 L,27.56,99.85,1.86,18273.09,773.63
Bowie,US0071 R,54.81,96.54,2.46,13714.16,770.06
Bowie,US0082 K,75.59,80.31,3.74,9287.21,4377.51
Bowie,US0082 L,2.0,10.25,0.8,4075.0,3477.75
Bowie,US0082 R,2.94,4.58,2.52,4188.89,2518.25
Brazoria,BS0288BA,67.66,95.67,1.93,1060.12,69.1
Brazoria,BS0288BK,90.0,100.0,3.0,22250.0,121.0
Brazoria,BS0288BL,52.02,57.39,3.25,7265.88,476.9
Brazoria,BS0288BR,41.15,51.73,3.06,7448.87,689.34
Brazoria,FM0518 K,46.75,99.99,1.88,25019.38,3.12
Brazoria,FM0518 L,85.1,96.02,2.91,13164.76,75.0
Brazoria,FM0518 R,91.12,97.06,3.87,13164.76,75.0
Brazoria,FM0523 K,81.2,97.48,3.1,4155.96,507.81
Brazoria,FM0523 L,54.84,73.83,2.61,3549.95,2231.11
Brazoria,FM0523 R,60.17,72.57,2.78,3624.79,2107.6
Brazoria,FM0528 K,91.48,93.56,3.76,17392.24,3068.72
Brazoria,FM0865 K,91.11,100.0,3.04,14100.0,0.0
Brazoria,FM0865 L,61.35,99.45,2.36,10271.5,336.35
Brazoria,FM0865 R,85.73,97.64,3.01,10203.85,558.5
Brazoria,FM1495 K,72.78,100.0,2.39,2429.63,6907.39
Brazoria,FM2004 K,94.92,97.1,3.8,8517.09,488.5
Brazoria,FM2004 L,98.36,99.51,3.78,5246.28,650.72
Brazoria,FM2004 R,94.85,100.0,3.27,4993.71,643.49
Brazoria,FM2234 K,87.53,97.75,3.04,29694.86,7.03
Brazoria,FM2234 L,97.5,98.68,3.4,15552.01,25.52
Brazoria,FM2234 R,98.26,98.29,3.61,15552.63,25.52
Brazoria,SH0006 K,88.19,91.09,3.47,21272.75,3103.06
Brazoria,SH0006 L,81.77,92.2,3.11,14650.7,1768.01
Brazoria,SH0006 R,78.79,88.96,3.11,14671.56,1754.82
Brazoria,SH0035 A,45.51,74.26,2.29,6631.49,2440.54
Brazoria,SH0035 K,70.43,93.23,2.95,14896.39,2604.33
Brazoria,SH0035 L,44.39,57.87,2.87,11084.21,2368.44
Brazoria,SH0035 R,35.49,45.47,2.9,11062.43,2180.29
Brazoria,SH0035 X,44.09,66.95,2.35,7199.75,2699.3
Brazoria,SH0036 K,51.52,55.8,3.31,7066.91,1415.08
Brazoria,SH0036 L,86.19,91.95,3.3,3595.68,1274.32
Brazoria,SH0036 R,61.42,68.75,2.92,3619.69,1248.51
Brazoria,SH0288 A,80.09,86.4,3.13,5649.13,851.42
Brazoria,SH0288 K,32.61,53.02,2.52,24656.78,5707.5
Brazoria,SH0288 L,74.35,77.16,3.43,13785.92,1153.64
Brazoria,SH0288 R,71.15,73.65,3.42,13637.88,1125.32
Brazoria,SH0288 X,83.53,89.14,3.14,4375.52,881.26
Brazoria,SH0332 A,84.78,96.71,2.72,107.25,4067.22
Brazoria,SH0332 K,78.37,82.23,3.41,12771.85,1137.7
Brazoria,SH0332 L,60.76,84.59,2.77,9634.04,2066.82
Brazoria,SH0332 R,57.59,84.11,2.68,9235.37,2143.66
Brazoria,SL0274 K,91.0,100.0,3.06,11633.69,9.2
Brazos,BS0006RL,88.45,92.62,3.36,23532.31,4055.92
Brazos,BS0006RR,88.31,90.88,3.48,23532.31,4055.92
Brazos,FM0158 K,15.4,98.4,1.19,9974.02,22.9
Brazos,FM1179 K,60.75,100.0,2.42,25567.5,679.5
Brazos,FM1179 L,53.15,100.0,2.15,13303.63,1099.23
Brazos,FM1179 R,53.54,100.0,2.39,13298.5,1085.94
Brazos,FM2154 A,,100.0,3.25,5123.0,270.0
Brazos,FM2154 L,100.0,100.0,3.74,19104.0,1806.5
Brazos,FM2154 R,98.67,98.67,3.73,19104.0,1806.5
Brazos,FM2347 K,86.17,91.5,3.2,17066.67,1355.0
Brazos,FM2347 L,66.15,89.09,2.71,11269.3,2491.09
Brazos,FM2347 R,59.49,82.91,2.64,11270.65,2490.84
Brazos,FM2818 A,65.19,100.0,2.36,7550.16,488.2
Brazos,FM2818 K,100.0,100.0,3.56,13020.52,3523.24
Brazos,FM2818 L,99.52,99.52,3.59,14595.5,1893.98
Brazos,FM2818 R,98.75,100.0,3.38,16606.12,1662.5
Brazos,SH0006 A,98.61,98.7,3.3,1145.41,1494.85
Brazos,SH0006 L,74.48,74.64,3.91,13908.86,1216.62
Brazos,SH0006 R,74.95,75.28,3.81,13897.51,1220.79
Brazos,SH0006 X,96.65,98.31,3.47,146.46,1098.65
Brazos,SH0021 L,70.63,89.94,2.77,10229.55,847.9
Brazos,SH0021 R,63.04,89.51,2.65,10243.04,850.5
Brazos,SH0030 K,32.0,67.33,2.05,18591.33,135.0
Brazos,SH0105 K,,,3.93,5735.0,52.0
Brazos,SH0308 K,1.0,76.5,0.3,11259.75,61.0
Brazos,US0190 L,0.0,0.0,3.12,5606.88,
Brazos,US0190 R,0.0,0.0,2.94,5606.88,
Brooks,FM0755 K,80.99,100.0,2.35,1209.48,0.1
Brooks,US0281 L,48.49,100.0,2.28,6929.76,946.26
Burleson,FM0975 K,1.0,100.0,0.1,2266.0,543.0
Burnet,SH0029 L,96.0,97.0,3.14,2912.5,1792.0
Burnet,SH0029 R,94.0,100.0,3.01,2912.5,1792.0
Calhoun,SH0035 L,,,3.6,7386.0,342.18
Calhoun,SH0035 R,,,3.74,7386.0,342.18
Callahan,SH0206 K,65.0,100.0,2.6,3135.0,8627.0
Cameron,FM0313 K,1.0,100.0,0.6,12850.0,3.0
Cameron,FM0509 K,0.0,0.0,2.59,2100.0,
Cameron,IH0002 L,,,2.83,26339.5,932.5
Cameron,IH0069EA,100.0,100.0,2.92,3212.2,159.91
Cameron,IH0069EL,83.12,99.25,2.96,16978.4,113.44
Cameron,IH0069ER,75.12,90.88,3.01,17447.25,93.45
Cameron,IH0069EX,33.0,99.0,1.5,3551.0,0.0
Cameron,IH0169 L,80.81,97.44,2.72,3415.81,
Cameron,IH0169 R,99.83,100.0,3.02,1565.0,
Cameron,IH0169 X,28.0,100.0,1.86,8405.0,
Cameron,PR0100 L,62.0,100.0,2.87,9523.5,365.43
Cameron,PR0100 R,,,2.86,9523.5,365.43
Cameron,SH0004 K,0.57,67.35,0.16,15019.95,1.79
Cameron,SH0004 L,7.9,77.3,0.78,15345.4,262.32
Cameron,SH0004 R,39.85,77.05,1.76,15345.4,262.32
Cameron,SH0048 K,63.01,97.97,2.58,22515.12,1134.59
Cameron,SH0550 L,34.26,100.0,1.45,8237.18,0.0
Cameron,SH0550 R,36.86,100.0,1.75,8241.87,0.0
Cameron,SS0425 K,1.0,100.0,0.5,12057.67,
Cameron,US0077 A,65.0,100.0,2.1,3370.0,0.0
Cameron,US0077 L,74.27,90.91,2.61,22469.55,354.36
Cameron,US0077 R,67.55,90.91,2.37,22469.55,354.36
Cameron,US0077 X,84.86,95.29,2.91,2082.14,138.21
Camp,FM3535 K,0.0,100.0,0.0,1000.0,
Camp,SL0255 K,100.0,100.0,2.9,879.23,
Carson,IH0040 L,86.88,88.16,4.13,6573.57,1707.16
Carson,IH0040 R,73.12,78.82,3.54,6846.89,2051.79
Cass,FM0248 K,100.0,100.0,3.61,232.5,
Cass,FM0249 K,56.11,94.81,2.48,6365.56,68.61
Cass,FM0250 K,3.41,91.96,0.32,4203.7,224.23
Cass,FM1841 K,14.0,100.0,0.9,763.0,8.67
Cass,FM2683 K,4.0,33.0,0.5,303.0,
Cass,FM3129 K,30.21,82.82,1.33,4200.88,3.97
Cass,SH0011 K,47.15,70.44,2.67,6648.15,5666.0
Cass,SH0155 K,92.0,100.0,3.04,3134.0,49.0
Cass,US0059 K,86.32,89.73,3.58,11866.23,4912.07
Cass,US0059 L,92.28,93.75,4.22,4820.66,2901.1
Cass,US0059 R,85.46,90.45,3.82,4856.55,2884.57
Cass,US0059 X,100.0,100.0,2.72,99.0,7530.0
Cass,US0067 K,0.0,0.0,3.0,1166.67,365.5
Chambers,FM0565 K,94.67,100.0,3.33,7545.0,14162.33
Chambers,FM0565 L,51.31,100.0,1.78,4213.64,9422.96
Chambers,FM0565 R,72.91,98.77,2.73,4213.31,9428.96
Chambers,FM1405 K,86.08,99.06,3.16,7346.75,3238.64
Chambers,FM1405 L,94.33,100.0,3.13,4721.67,2263.0
Chambers,FM1663 L,28.82,56.68,2.26,4817.18,1853.4
Chambers,FM1663 R,39.72,75.28,2.42,4817.24,1854.11
Chambers,FM1942 K,1.0,100.0,0.1,7622.0,0.0
Chambers,FM2354 K,9.0,100.0,0.8,2519.0,3.0
Chambers,FM3180 K,15.0,76.0,1.62,13541.0,
Chambers,IH0010 A,66.47,85.91,2.24,1051.33,2147.63
Chambers,IH0010 L,96.23,97.11,3.76,23338.39,1374.6
Chambers,IH0010 R,95.88,97.04,3.89,23279.86,1375.63
Chambers,IH0010 X,75.73,90.63,2.5,668.22,2004.86
Chambers,SH0073 L,46.37,90.48,1.9,3233.87,7.87
Chambers,SH0073 R,59.34,86.86,2.55,3233.75,7.47
Chambers,SH0073 X,0.14,0.22,3.3,1294.7,649.78
Chambers,SH0099 A,63.78,100.0,2.42,188.4,1.56
Chambers,SH0099 K,60.29,82.24,2.72,10546.81,4813.14
Chambers,SH0099 L,57.58,99.93,2.51,6768.16,5.15
Chambers,SH0099 R,17.43,99.88,0.72,6688.58,5.14
Chambers,SH0099 X,51.27,100.0,1.97,143.44,0.79
Chambers,SH0124 L,55.48,80.52,2.68,4845.04,1241.99
Chambers,SH0124 R,51.64,67.87,2.74,5161.71,1309.93
Chambers,SH0146 K,72.86,92.24,2.94,21817.36,7113.4
Chambers,SH0146 L,41.12,99.84,2.16,21769.32,948.77
Chambers,SH0146 R,35.06,98.13,2.05,21755.46,938.76
Chambers,SS0055 K,57.37,73.81,2.88,5737.11,0.0
Cherokee,US0084 K,,,3.61,1145.0,2478.0
Cherokee,US0175 K,82.47,100.0,2.88,5575.12,479.19
Childress,SL0328 K,81.72,84.67,2.31,106.7,44.72
Childress,SS0328 K,51.16,51.51,2.06,172.6,0.0
Childress,US0062 K,95.67,97.6,3.48,6245.73,321.27
Childress,US0287 K,39.12,82.65,2.32,14660.5,3253.15
Childress,US0287 L,77.24,93.79,2.98,5820.12,1051.53
Childress,US0287 R,46.56,74.06,2.53,8329.56,1739.76
Clay,SH0148 K,70.2,85.53,3.05,1280.8,318.4
Clay,SH0148 L,30.45,93.61,1.03,590.84,4.0
Clay,SH0148 R,26.34,83.21,0.62,590.84,4.0
Clay,US0082 L,96.96,98.56,3.88,11182.75,1161.6
Clay,US0082 R,97.27,97.69,3.75,8531.34,891.46
Clay,US0082 X,72.54,100.0,2.38,126.75,1132.55
Clay,US0287 K,56.0,56.0,4.5,14800.0,11.0
Clay,US0287 L,92.13,92.15,3.98,8006.36,849.77
Clay,US0287 R,47.5,58.07,2.54,7189.87,2314.31
Collin,BS0078EK,74.74,91.87,2.4,3125.71,943.35
Collin,BS0078EL,0.0,100.0,0.0,1695.33,1.0
Collin,BS0078ER,0.0,100.0,0.0,1695.33,1.0
Collin,BS0078GK,95.0,100.0,2.13,830.33,55.0
Collin,FM0006 K,53.75,100.0,2.4,7674.0,307.75
Collin,FM0075 K,39.7,98.85,1.65,3868.2,8506.57
Collin,FM0455 K,92.34,100.0,3.29,11015.8,1057.4
Collin,FM0455 L,95.31,97.98,3.31,3906.0,216.54
Collin,FM0455 R,93.97,98.4,3.09,3906.0,216.38
Collin,FM0543 K,84.0,100.0,2.4,2063.0,0.0
Collin,FM0544 K,72.26,98.18,2.81,16064.85,8054.33
Collin,FM0544 L,53.55,94.45,2.19,17170.56,406.2
Collin,FM0544 R,66.72,95.38,2.59,17170.5,406.19
Collin,FM0546 K,55.64,70.01,2.81,13268.07,1915.73
Collin,FM0546 L,75.54,87.36,2.94,9292.81,911.1
Collin,FM0546 R,74.84,88.59,2.86,9300.73,917.34
Collin,FM0982 K,52.94,83.62,2.04,8398.08,31.1
Collin,FM2170 K,69.32,99.93,2.68,19006.82,126.88
Collin,FM2170 L,47.83,100.0,1.67,13000.0,337.83
Collin,FM2170 R,91.73,100.0,3.05,13000.0,324.0
Collin,FM2478 K,96.33,100.0,3.15,3600.0,
Collin,FM2478 L,88.07,92.77,3.46,10387.2,437.8
Collin,FM2478 R,70.51,92.8,3.09,10392.92,440.25
Collin,FM2514 K,88.36,92.24,3.59,12016.06,7735.37
Collin,FM2514 L,89.57,91.91,3.25,7326.14,4037.83
Collin,FM2514 R,91.53,95.76,3.34,7325.8,4038.78
Collin,FM2551 K,88.19,98.1,3.09,12139.38,230.69
Collin,FM2551 L,78.26,88.05,3.01,5117.83,915.7
Collin,FM2551 R,84.56,94.91,3.02,5221.67,912.64
Collin,FM2786 K,71.04,75.05,3.23,17730.04,323.56
Collin,FM2933 K,100.0,100.0,3.53,2551.25,186.75
Collin,FM2934 L,57.46,100.0,2.45,17210.0,1.0
Collin,FM2934 R,8.71,75.96,1.31,17206.51,1.0
Collin,FM3038 K,98.41,99.85,3.31,17320.0,0.0
Collin,FM3038 L,86.19,91.36,3.19,12708.35,1419.95
Collin,FM3038 R,79.93,88.31,3.06,12708.35,1419.95
Collin,FM3286 K,99.0,100.0,3.43,6994.2,1368.4
Collin,FM3412 K,0.0,0.0,2.1,5500.0,
Collin,FM3537 K,96.43,97.02,3.89,20206.39,
Collin,FM3537 L,95.46,96.02,3.92,10834.08,
Collin,FM3537 R,90.68,91.63,3.77,10770.13,
Collin,SH0005 K,82.17,100.0,3.16,10209.21,825.14
Collin,SH0005 L,75.29,99.41,2.89,6099.05,240.73
Collin,SH0005 R,82.11,98.93,3.11,6076.88,242.26
Collin,SH0078 K,81.95,96.05,3.06,15675.29,356.85
Collin,SH0078 L,78.6,92.5,3.02,12044.41,294.93
Collin,SH0078 R,83.16,95.17,3.09,12044.49,294.62
Collin,SH0121 A,94.6,97.6,3.6,16080.54,38.0
Collin,SH0121 K,95.26,96.07,3.79,17927.01,1541.67
Collin,SH0121 L,97.88,99.32,3.63,20760.71,45.37
Collin,SH0121 R,94.93,99.93,3.54,20757.3,43.09
Collin,SH0121 X,93.54,97.05,3.62,22379.95,32.15
Collin,SH0190 A,85.84,99.85,2.72,5723.34,14.57
Collin,SH0190 L,96.01,99.96,3.62,16061.32,13.08
Collin,SH0190 R,96.93,99.99,3.72,16066.61,13.08
Collin,SH0190 X,88.44,99.84,3.06,5398.37,14.57
Collin,SH0205 K,10.0,100.0,0.85,15343.5,57.0
Collin,SH0289 A,84.33,100.0,2.98,22795.67,2613.0
Collin,SH0289 K,89.82,96.27,3.57,15689.17,149.79
Collin,SH0289 L,72.49,87.89,3.1,18480.2,452.21
Collin,SH0289 R,74.4,86.82,3.12,18478.9,452.2
Collin,SS0033 K,12.34,98.22,0.66,5763.77,0.0
Collin,SS0359 L,10.57,85.39,0.57,9292.61,1.46
Collin,SS0359 R,53.89,91.16,2.26,9404.56,1.37
Collin,SS0399 A,73.13,87.83,2.78,5463.13,0.0
Collin,SS0399 L,99.97,99.98,3.56,12096.48,0.0
Collin,SS0399 R,99.72,99.98,3.46,12101.37,0.0
Collin,SS0399 X,99.69,99.69,3.4,136.04,0.0
Collin,US0075 A,76.2,86.45,3.05,9372.43,507.65
Collin,US0075 L,87.06,90.97,3.54,64368.8,744.33
Collin,US0075 R,83.04,89.02,3.42,64440.47,748.84
Collin,US0075 X,75.26,87.52,3.0,10629.24,511.95
Collin,US0380 K,93.85,95.79,3.48,20628.35,1586.93
Collin,US0380 L,74.68,80.49,3.18,16065.04,2193.5
Collin,US0380 R,74.03,80.48,3.23,16021.04,2183.75
Colorado,IH0010 R,99.0,100.0,3.25,19916.0,220.0
Colorado,SH0071 R,74.34,86.11,3.1,4485.5,804.06
Comal,FM0306 L,59.36,99.55,2.56,8845.99,1395.9
Comal,FM0306 R,73.29,93.95,2.89,8848.39,1398.28
Comal,IH0035 L,100.0,100.0,3.99,56459.0,3246.0
Comal,IH0035 R,100.0,100.0,3.95,56459.0,3155.0
Concho,US0083 K,78.5,99.83,3.02,3474.17,113.67
Concho,US0083 L,100.0,100.0,3.63,2202.67,51.67
Concho,US0083 R,25.0,100.0,1.3,2153.0,57.0
Cooke,FM0051 L,12.62,36.85,1.42,7083.71,394.77
Cooke,FM0051 R,11.81,28.23,1.8,7035.36,316.98
Cooke,FM0372 K,22.0,100.0,1.71,8475.0,41.0
Cooke,FM3002 K,,,2.66,2672.0,99.0
Cooke,IH0035 A,39.28,46.02,2.6,4416.12,668.22
Cooke,IH0035 L,94.51,97.7,3.38,18363.13,1061.35
Cooke,IH0035 R,92.38,93.31,3.69,18390.35,1071.97
Cooke,IH0035 X,34.87,39.38,2.51,3742.83,727.24
Cooke,US0082 L,31.27,69.7,1.88,8397.32,1485.15
Cooke,US0082 R,30.79,64.14,2.11,12344.54,2123.49
Coryell,BU0190EK,43.75,100.0,2.2,10385.25,14.25
Coryell,SH0009 L,100.0,100.0,4.31,20207.0,0.0
Coryell,SH0009 R,100.0,100.0,4.36,20207.0,0.0
Coryell,US0190 K,33.25,69.75,2.12,16368.25,
Culberson,IH0010 L,100.0,100.0,3.48,7672.0,1368.0
Dallam,US0054 K,64.8,100.0,2.51,5862.51,8142.53
Dallam,US0087 K,86.61,95.5,3.03,14951.95,4582.62
Dallam,US0087 L,23.33,59.47,1.74,6002.59,1575.15
Dallam,US0087 R,8.83,49.62,0.96,6000.56,1613.13
Dallas,BI0045JK,75.96,99.99,2.64,3106.35,12.71
Dallas,BS0066DK,42.09,100.0,2.18,5009.09,225.36
Dallas,BS0066DL,0.0,100.0,0.0,3800.0,113.0
Dallas,BS0066DR,0.0,100.0,0.0,3800.0,113.0
Dallas,BS0121HL,66.9,100.0,2.27,44617.28,1173.72
Dallas,BS0121HR,35.26,87.28,1.59,44300.98,1173.72
Dallas,FM1382 K,67.14,98.78,2.42,29130.13,799.87
Dallas,FM1382 L,82.31,94.78,3.02,11025.97,2491.61
Dallas,FM1382 R,80.56,92.45,2.99,10987.73,2510.85
Dallas,IH0020 A,72.63,88.24,2.59,1996.01,2618.54
Dallas,IH0020 L,71.78,78.03,3.23,40514.92,1380.35
Dallas,IH0020 R,75.88,83.55,3.18,41165.7,1400.01
Dallas,IH0020 X,70.49,86.56,2.64,2428.49,2903.12
Dallas,IH0030 A,59.78,83.49,2.35,5748.99,2305.03
Dallas,IH0030 L,88.04,93.06,3.35,64129.62,2176.38
Dallas,IH0030 R,86.21,92.55,3.28,64539.09,2173.31
Dallas,IH0030 X,58.57,81.62,2.38,6120.53,1976.01
Dallas,IH0035EA,61.35,82.07,2.37,5878.5,1656.64
Dallas,IH0035EL,75.29,84.29,3.19,55667.83,1603.46
Dallas,IH0035ER,78.23,87.24,3.22,55941.67,1736.71
Dallas,IH0035EX,59.27,77.54,2.35,5626.27,1881.27
Dallas,IH0045 A,46.9,65.97,2.38,3244.19,3196.83
Dallas,IH0045 L,78.42,88.65,3.14,31467.91,2490.32
Dallas,IH0045 R,81.92,90.58,3.26,31341.85,2493.58
Dallas,IH0045 X,48.76,72.05,2.06,3547.79,2965.11
Dallas,IH0345 A,14.25,80.86,0.98,5717.56,1910.88
Dallas,IH0345 L,39.9,89.19,1.96,81253.91,3395.99
Dallas,IH0345 R,31.58,82.97,1.67,80837.49,3209.5
Dallas,IH0345 X,7.84,70.08,0.96,9019.99,3493.36
Dallas,IH0635 A,43.49,71.74,2.11,9206.05,2850.65
Dallas,IH0635 L,76.93,85.0,3.24,85329.59,3292.78
Dallas,IH0635 R,77.94,86.99,3.22,84913.4,3307.74
Dallas,IH0635 X,42.89,73.61,2.09,9899.19,2850.66
Dallas,PA1811 L,1.38,82.14,0.12,8670.34,0.0
Dallas,PA1811 R,4.57,96.39,0.32,8678.46,0.0
Dallas,SH0066 K,60.32,97.26,2.48,18639.44,4621.26
Dallas,SH0066 L,13.7,95.19,0.66,9606.83,106.7
Dallas,SH0066 R,9.38,72.54,1.1,9502.72,106.69
